"order_id","product_id","product_category","supplier","customer_country","employee_city","order_month","shipper_name","unit_price","quantity","discount","total_amount"
10421,26,"Confections","Heli Süßwaren GmbH & Co. KG","Brazil","Seattle","1","Speedy Express","24.9",30,"0","746.9999885559082"
10421,53,"Meat/Poultry","G'day, Mate","Brazil","Seattle","1","Speedy Express","26.2",15,"0.15","334.0500073850154"
10421,77,"Condiments","Plutzer Lebensmittelgroßmärkte AG","Brazil","Seattle","1","Speedy Express","10.4",10,"0.15","88.39999613761904"
10422,26,"Confections","Heli Süßwaren GmbH & Co. KG","Italy","Tacoma","1","Speedy Express","24.9",2,"0","49.79999923706055"
10423,31,"Dairy Products","Formaggi Fortini s.r.l.","Brazil","London","1","Federal Shipping","10",14,"0","140"
10423,59,"Dairy Products","Gai pâturage","Brazil","London","1","Federal Shipping","44",20,"0","880"
10424,35,"Beverages","Bigfoot Breweries","Canada","London","1","United Package","14.4",60,"0.2","691.1999791145325"
10424,38,"Beverages","Aux joyeux ecclésiastiques","Canada","London","1","United Package","210.8",49,"0.2","8263.360088845491"
10424,68,"Confections","Specialty Biscuits, Ltd.","Canada","London","1","United Package","10",30,"0.2","239.99999910593033"
10425,55,"Meat/Poultry","Ma Maison","France","London","1","United Package","19.2",10,"0.25","144.0000057220459"
10425,76,"Beverages","Karkki Oy","France","London","1","United Package","14.4",20,"0.25","215.9999942779541"
10426,56,"Grains/Cereals","Pasta Buttini s.r.l.","Spain","Redmond","1","Speedy Express","30.4",5,"0","151.99999809265137"
10426,64,"Grains/Cereals","Plutzer Lebensmittelgroßmärkte AG","Spain","Redmond","1","Speedy Express","26.6",7,"0","186.2000026702881"
10427,14,"Produce","Mayumi's","Austria","Redmond","1","United Package","18.6",35,"0","651.0000133514404"
10428,46,"Seafood","Lyngbysild","Italy","London","1","Speedy Express","9.6",20,"0","192.00000762939453"
10429,50,"Confections","Karkki Oy","Ireland","Kirkland","1","United Package","13",40,"0","520"
10429,63,"Condiments","Pavlova, Ltd.","Ireland","Kirkland","1","United Package","35.1",35,"0.25","921.3749599456787"
10430,17,"Meat/Poultry","Pavlova, Ltd.","Austria","Redmond","1","Speedy Express","31.2",45,"0.2","1123.2000232815742"
10430,21,"Confections","Specialty Biscuits, Ltd.","Austria","Redmond","1","Speedy Express","8",50,"0","400"
10430,56,"Grains/Cereals","Pasta Buttini s.r.l.","Austria","Redmond","1","Speedy Express","30.4",30,"0","911.9999885559082"
10430,59,"Dairy Products","Gai pâturage","Austria","Redmond","1","Speedy Express","44",70,"0.2","2463.9999908208847"
10431,17,"Meat/Poultry","Pavlova, Ltd.","Canada","Redmond","1","United Package","31.2",50,"0.25","1170.0000286102295"
10431,40,"Seafood","New England Seafood Cannery","Canada","Redmond","1","United Package","14.7",50,"0.25","551.2499928474426"
10431,47,"Confections","Zaanse Snoepfabriek","Canada","Redmond","1","United Package","7.6",30,"0.25","170.9999978542328"
10432,26,"Confections","Heli Süßwaren GmbH & Co. KG","USA","Kirkland","1","United Package","24.9",10,"0","248.99999618530273"
10432,54,"Meat/Poultry","Ma Maison","USA","Kirkland","1","United Package","5.9",40,"0","236.00000381469727"
10433,56,"Grains/Cereals","Pasta Buttini s.r.l.","Portugal","Kirkland","2","Federal Shipping","30.4",28,"0","851.1999893188477"
10434,11,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","Sweden","Kirkland","2","United Package","16.8",6,"0","100.79999542236328"
10434,76,"Beverages","Karkki Oy","Sweden","Kirkland","2","United Package","14.4",18,"0.15","220.31999261856083"
10435,2,"Beverages","Exotic Liquids","UK","Seattle","2","United Package","15.2",10,"0","151.99999809265137"
10435,22,"Grains/Cereals","PB Knäckebröd AB","UK","Seattle","2","United Package","16.8",12,"0","201.59999084472656"
10435,72,"Dairy Products","Formaggi Fortini s.r.l.","UK","Seattle","2","United Package","27.8",10,"0","277.99999237060547"
10436,46,"Seafood","Lyngbysild","France","Kirkland","2","United Package","9.6",5,"0","48.00000190734863"
10436,56,"Grains/Cereals","Pasta Buttini s.r.l.","France","Kirkland","2","United Package","30.4",40,"0.1","1094.3999844551086"
10436,64,"Grains/Cereals","Plutzer Lebensmittelgroßmärkte AG","France","Kirkland","2","United Package","26.6",30,"0.1","718.2000091105699"
10436,75,"Beverages","Plutzer Lebensmittelgroßmärkte AG","France","Kirkland","2","United Package","6.2",24,"0.1","133.91999565839768"
10437,53,"Meat/Poultry","G'day, Mate","Finland","Seattle","2","Speedy Express","26.2",15,"0","393.0000114440918"
10438,19,"Confections","Specialty Biscuits, Ltd.","Germany","Kirkland","2","United Package","7.3",15,"0.2","87.60000196248292"
10438,34,"Beverages","Bigfoot Breweries","Germany","Kirkland","2","United Package","11.2",20,"0.2","179.19999628067018"
10438,57,"Grains/Cereals","Pasta Buttini s.r.l.","Germany","Kirkland","2","United Package","15.6",15,"0.2","187.20000388026236"
10439,12,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","Canada","London","2","Federal Shipping","30.4",15,"0","455.9999942779541"
10439,16,"Confections","Pavlova, Ltd.","Canada","London","2","Federal Shipping","13.9",16,"0","222.39999389648438"
10439,64,"Grains/Cereals","Plutzer Lebensmittelgroßmärkte AG","Canada","London","2","Federal Shipping","26.6",6,"0","159.60000228881836"
10439,74,"Produce","Tokyo Traders","Canada","London","2","Federal Shipping","8",30,"0","240"
10440,2,"Beverages","Exotic Liquids","USA","Redmond","2","United Package","15.2",45,"0.15","581.3999886274338"
10440,16,"Confections","Pavlova, Ltd.","USA","Redmond","2","United Package","13.9",49,"0.15","578.9349800521136"
10440,29,"Meat/Poultry","Plutzer Lebensmittelgroßmärkte AG","USA","Redmond","2","United Package","99",24,"0.15","2019.5999858379364"
10440,61,"Condiments","Forêts d'érables","USA","Redmond","2","United Package","22.8",90,"0.15","1744.1999294042591"
10441,27,"Confections","Heli Süßwaren GmbH & Co. KG","USA","Kirkland","2","United Package","35.1",50,"0","1754.9999237060547"
10442,11,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","Austria","Kirkland","2","United Package","16.8",30,"0","503.9999771118164"
10442,54,"Meat/Poultry","Ma Maison","Austria","Kirkland","2","United Package","5.9",80,"0","472.00000762939453"
10442,66,"Condiments","New Orleans Cajun Delights","Austria","Kirkland","2","United Package","13.6",60,"0","816.0000228881836"
10443,11,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","Italy","Seattle","2","Speedy Express","16.8",6,"0.2","80.63999603748323"
10443,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","Italy","Seattle","2","Speedy Express","36.4",12,"0","436.8000183105469"
10444,17,"Meat/Poultry","Pavlova, Ltd.","Sweden","Kirkland","2","Federal Shipping","31.2",10,"0","312.00000762939453"
10444,26,"Confections","Heli Süßwaren GmbH & Co. KG","Sweden","Kirkland","2","Federal Shipping","24.9",15,"0","373.4999942779541"
10444,35,"Beverages","Bigfoot Breweries","Sweden","Kirkland","2","Federal Shipping","14.4",8,"0","115.19999694824219"
10444,41,"Seafood","New England Seafood Cannery","Sweden","Kirkland","2","Federal Shipping","7.7",30,"0","230.9999942779541"
10445,39,"Beverages","Aux joyeux ecclésiastiques","Sweden","Kirkland","2","Speedy Express","14.4",6,"0","86.39999771118164"
10445,54,"Meat/Poultry","Ma Maison","Sweden","Kirkland","2","Speedy Express","5.9",15,"0","88.50000143051147"
10446,19,"Confections","Specialty Biscuits, Ltd.","Germany","London","2","Speedy Express","7.3",12,"0.1","78.84000192940235"
10446,24,"Beverages","Refrescos Americanas LTDA","Germany","London","2","Speedy Express","3.6",20,"0.1","64.79999817609787"
10446,31,"Dairy Products","Formaggi Fortini s.r.l.","Germany","London","2","Speedy Express","10",3,"0.1","26.999999955296516"
10446,52,"Grains/Cereals","G'day, Mate","Germany","London","2","Speedy Express","5.6",15,"0.1","75.59999858736992"
10447,19,"Confections","Specialty Biscuits, Ltd.","Brazil","Redmond","2","United Package","7.3",40,"0","292.00000762939453"
10447,65,"Condiments","New Orleans Cajun Delights","Brazil","Redmond","2","United Package","16.8",35,"0","587.9999732971191"
10447,71,"Dairy Products","Norske Meierier","Brazil","Redmond","2","United Package","17.2",2,"0","34.400001525878906"
10448,26,"Confections","Heli Süßwaren GmbH & Co. KG","Argentina","Redmond","2","United Package","24.9",6,"0","149.39999771118164"
10448,40,"Seafood","New England Seafood Cannery","Argentina","Redmond","2","United Package","14.7",20,"0","293.99999618530273"
10449,10,"Seafood","Tokyo Traders","France","Kirkland","2","United Package","24.8",14,"0","347.19998931884766"
10449,52,"Grains/Cereals","G'day, Mate","France","Kirkland","2","United Package","5.6",20,"0","111.99999809265137"
10449,62,"Confections","Forêts d'érables","France","Kirkland","2","United Package","39.4",35,"0","1379.0000534057617"
10450,10,"Seafood","Tokyo Traders","France","Seattle","2","United Package","24.8",20,"0.2","396.7999863147736"
10450,54,"Meat/Poultry","Ma Maison","France","Seattle","2","United Package","5.9",6,"0.2","28.32000035226345"
10451,55,"Meat/Poultry","Ma Maison","Germany","Redmond","2","Federal Shipping","19.2",120,"0.1","2073.600078964233"
10451,64,"Grains/Cereals","Plutzer Lebensmittelgroßmärkte AG","Germany","Redmond","2","Federal Shipping","26.6",35,"0.1","837.9000106289983"
10451,65,"Condiments","New Orleans Cajun Delights","Germany","Redmond","2","Federal Shipping","16.8",28,"0.1","423.3599800729752"
10451,77,"Condiments","Plutzer Lebensmittelgroßmärkte AG","Germany","Redmond","2","Federal Shipping","10.4",55,"0.1","514.7999802649022"
10452,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","USA","Seattle","2","Speedy Express","36.4",15,"0","546.0000228881836"
10452,44,"Condiments","Leka Trading","USA","Seattle","2","Speedy Express","15.5",100,"0.05","1472.49999884516"
10453,48,"Confections","Zaanse Snoepfabriek","UK","Seattle","2","United Package","10.2",15,"0.1","137.6999971970916"
10453,70,"Beverages","Pavlova, Ltd.","UK","Seattle","2","United Package","12",25,"0.1","269.99999955296516"
10454,16,"Confections","Pavlova, Ltd.","France","Redmond","2","Federal Shipping","13.9",20,"0.2","222.39999306797984"
10454,33,"Dairy Products","Norske Meierier","France","Redmond","2","Federal Shipping","2",20,"0.2","31.99999988079071"
10454,46,"Seafood","Lyngbysild","France","Redmond","2","Federal Shipping","9.6",10,"0.2","76.8000027656555"
10455,39,"Beverages","Aux joyeux ecclésiastiques","Finland","Seattle","2","United Package","14.4",20,"0","287.99999237060547"
10455,53,"Meat/Poultry","G'day, Mate","Finland","Seattle","2","United Package","26.2",50,"0","1310.0000381469727"
10455,61,"Condiments","Forêts d'érables","Finland","Seattle","2","United Package","22.8",25,"0","569.9999809265137"
10455,71,"Dairy Products","Norske Meierier","Finland","Seattle","2","United Package","17.2",30,"0","516.0000228881836"
10456,21,"Confections","Specialty Biscuits, Ltd.","Germany","Seattle","2","United Package","8",40,"0.15","271.99999809265137"
10456,49,"Confections","Karkki Oy","Germany","Seattle","2","United Package","16",21,"0.15","285.59999799728394"
10457,59,"Dairy Products","Gai pâturage","Germany","Tacoma","2","Speedy Express","44",36,"0","1584"
10458,26,"Confections","Heli Süßwaren GmbH & Co. KG","Belgium","London","2","Federal Shipping","24.9",30,"0","746.9999885559082"
10458,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","Belgium","London","2","Federal Shipping","36.4",30,"0","1092.0000457763672"
10458,43,"Beverages","Leka Trading","Belgium","London","2","Federal Shipping","36.8",20,"0","735.9999847412109"
10458,56,"Grains/Cereals","Pasta Buttini s.r.l.","Belgium","London","2","Federal Shipping","30.4",15,"0","455.9999942779541"
10458,71,"Dairy Products","Norske Meierier","Belgium","London","2","Federal Shipping","17.2",50,"0","860.0000381469727"
10459,7,"Produce","Grandma Kelly's Homestead","France","Redmond","2","United Package","24",16,"0.05","364.7999997138977"
10459,46,"Seafood","Lyngbysild","France","Redmond","2","United Package","9.6",20,"0.05","182.40000710487365"
10459,72,"Dairy Products","Formaggi Fortini s.r.l.","France","Redmond","2","United Package","27.8",40,"0","1111.9999694824219"
10460,68,"Confections","Specialty Biscuits, Ltd.","Sweden","Seattle","2","Speedy Express","10",21,"0.25","157.5"
10460,75,"Beverages","Plutzer Lebensmittelgroßmärkte AG","Sweden","Seattle","2","Speedy Express","6.2",4,"0.25","18.59999942779541"
10461,21,"Confections","Specialty Biscuits, Ltd.","Venezuela","Seattle","2","Federal Shipping","8",40,"0.25","240"
10461,30,"Seafood","Nord-Ost-Fisch Handelsgesellschaft mbH","Venezuela","Seattle","2","Federal Shipping","20.7",28,"0.25","434.7000160217285"
10461,55,"Meat/Poultry","Ma Maison","Venezuela","Seattle","2","Federal Shipping","19.2",60,"0.25","864.0000343322754"
10462,13,"Seafood","Mayumi's","UK","Tacoma","3","Speedy Express","4.8",1,"0","4.800000190734863"
10462,23,"Grains/Cereals","PB Knäckebröd AB","UK","Tacoma","3","Speedy Express","7.2",21,"0","151.19999599456787"
10463,19,"Confections","Specialty Biscuits, Ltd.","Belgium","London","3","Federal Shipping","7.3",21,"0","153.30000400543213"
10463,42,"Grains/Cereals","Leka Trading","Belgium","London","3","Federal Shipping","11.2",50,"0","559.9999904632568"
10464,4,"Condiments","New Orleans Cajun Delights","Portugal","Redmond","3","United Package","17.6",16,"0.2","225.28000404357908"
10464,43,"Beverages","Leka Trading","Portugal","Redmond","3","United Package","36.8",3,"0","110.39999771118164"
10464,56,"Grains/Cereals","Pasta Buttini s.r.l.","Portugal","Redmond","3","United Package","30.4",30,"0.2","729.5999881267549"
10464,60,"Dairy Products","Gai pâturage","Portugal","Redmond","3","United Package","27.2",20,"0","544.0000152587891"
10465,24,"Beverages","Refrescos Americanas LTDA","Denmark","Seattle","3","Federal Shipping","3.6",25,"0","89.99999761581421"
10465,29,"Meat/Poultry","Plutzer Lebensmittelgroßmärkte AG","Denmark","Seattle","3","Federal Shipping","99",18,"0.1","1603.799997344613"
10465,40,"Seafood","New England Seafood Cannery","Denmark","Seattle","3","Federal Shipping","14.7",20,"0","293.99999618530273"
10465,45,"Seafood","Lyngbysild","Denmark","Seattle","3","Federal Shipping","7.6",30,"0.1","205.19999708533288"
10465,50,"Confections","Karkki Oy","Denmark","Seattle","3","Federal Shipping","13",25,"0","325"
10466,11,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","Brazil","Redmond","3","Speedy Express","16.8",10,"0","167.99999237060547"
10466,46,"Seafood","Lyngbysild","Brazil","Redmond","3","Speedy Express","9.6",5,"0","48.00000190734863"
10467,24,"Beverages","Refrescos Americanas LTDA","Italy","Seattle","3","United Package","3.6",28,"0","100.79999732971191"
10467,25,"Confections","Heli Süßwaren GmbH & Co. KG","Italy","Seattle","3","United Package","11.2",12,"0","134.39999771118164"
10468,30,"Seafood","Nord-Ost-Fisch Handelsgesellschaft mbH","Germany","Kirkland","3","Federal Shipping","20.7",8,"0","165.60000610351562"
10468,43,"Beverages","Leka Trading","Germany","Kirkland","3","Federal Shipping","36.8",15,"0","551.9999885559082"
10469,2,"Beverages","Exotic Liquids","USA","Seattle","3","Speedy Express","15.2",40,"0.15","516.7999898910523"
10469,16,"Confections","Pavlova, Ltd.","USA","Seattle","3","Speedy Express","13.9",35,"0.15","413.52498575150975"
10469,44,"Condiments","Leka Trading","USA","Seattle","3","Speedy Express","15.5",2,"0.15","26.3499998152256"
10470,18,"Seafood","Pavlova, Ltd.","France","Redmond","3","United Package","50",30,"0","1500"
10470,23,"Grains/Cereals","PB Knäckebröd AB","France","Redmond","3","United Package","7.2",15,"0","107.99999713897705"
10470,64,"Grains/Cereals","Plutzer Lebensmittelgroßmärkte AG","France","Redmond","3","United Package","26.6",8,"0","212.8000030517578"
10471,7,"Produce","Grandma Kelly's Homestead","UK","Tacoma","3","Federal Shipping","24",30,"0","720"
10471,56,"Grains/Cereals","Pasta Buttini s.r.l.","UK","Tacoma","3","Federal Shipping","30.4",20,"0","607.9999923706055"
10472,24,"Beverages","Refrescos Americanas LTDA","UK","Seattle","3","Speedy Express","3.6",80,"0.05","273.59999253749845"
10472,51,"Produce","G'day, Mate","UK","Seattle","3","Speedy Express","42.4",18,"0","763.2000274658203"
10473,33,"Dairy Products","Norske Meierier","UK","Seattle","3","Federal Shipping","2",12,"0","24"
10473,71,"Dairy Products","Norske Meierier","UK","Seattle","3","Federal Shipping","17.2",12,"0","206.40000915527344"
10474,14,"Produce","Mayumi's","Mexico","London","3","United Package","18.6",12,"0","223.20000457763672"
10474,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","Mexico","London","3","United Package","36.4",18,"0","655.2000274658203"
10474,40,"Seafood","New England Seafood Cannery","Mexico","London","3","United Package","14.7",21,"0","308.69999599456787"
10474,75,"Beverages","Plutzer Lebensmittelgroßmärkte AG","Mexico","London","3","United Package","6.2",10,"0","61.99999809265137"
10475,31,"Dairy Products","Formaggi Fortini s.r.l.","Belgium","London","3","Speedy Express","10",35,"0.15","297.49999791383743"
10475,66,"Condiments","New Orleans Cajun Delights","Belgium","London","3","Speedy Express","13.6",60,"0.15","693.6000145912169"
10475,76,"Beverages","Karkki Oy","Belgium","London","3","Speedy Express","14.4",42,"0.15","514.0799827766419"
10476,55,"Meat/Poultry","Ma Maison","Venezuela","Seattle","3","Federal Shipping","19.2",2,"0.05","36.48000142097473"
10476,70,"Beverages","Pavlova, Ltd.","Venezuela","Seattle","3","Federal Shipping","12",12,"0","144"
10477,1,"Beverages","Specialty Biscuits, Ltd.","Portugal","London","3","United Package","14.4",15,"0","215.9999942779541"
10477,21,"Confections","Specialty Biscuits, Ltd.","Portugal","London","3","United Package","8",21,"0.25","126"
10477,39,"Beverages","Aux joyeux ecclésiastiques","Portugal","London","3","United Package","14.4",20,"0.25","215.9999942779541"
10478,10,"Seafood","Tokyo Traders","France","Tacoma","3","Federal Shipping","24.8",20,"0.05","471.1999851346016"
10479,38,"Beverages","Aux joyeux ecclésiastiques","USA","Kirkland","3","Federal Shipping","210.8",30,"0","6324.000091552734"
10479,53,"Meat/Poultry","G'day, Mate","USA","Kirkland","3","Federal Shipping","26.2",28,"0","733.6000213623047"
10479,59,"Dairy Products","Gai pâturage","USA","Kirkland","3","Federal Shipping","44",60,"0","2640"
10479,64,"Grains/Cereals","Plutzer Lebensmittelgroßmärkte AG","USA","Kirkland","3","Federal Shipping","26.6",30,"0","798.0000114440918"
10480,47,"Confections","Zaanse Snoepfabriek","France","London","3","United Package","7.6",30,"0","227.99999713897705"
10480,59,"Dairy Products","Gai pâturage","France","London","3","United Package","44",12,"0","528"
10481,49,"Confections","Karkki Oy","Brazil","Seattle","3","United Package","16",24,"0","384"
10481,60,"Dairy Products","Gai pâturage","Brazil","Seattle","3","United Package","27.2",40,"0","1088.0000305175781"
10482,40,"Seafood","New England Seafood Cannery","USA","Seattle","3","Federal Shipping","14.7",10,"0","146.99999809265137"
10483,34,"Beverages","Bigfoot Breweries","USA","London","3","United Package","11.2",35,"0.05","372.39999336600306"
10483,77,"Condiments","Plutzer Lebensmittelgroßmärkte AG","USA","London","3","United Package","10.4",30,"0.05","296.3999888956547"
10484,21,"Confections","Specialty Biscuits, Ltd.","UK","Kirkland","3","Federal Shipping","8",14,"0","112"
10484,40,"Seafood","New England Seafood Cannery","UK","Kirkland","3","Federal Shipping","14.7",10,"0","146.99999809265137"
10484,51,"Produce","G'day, Mate","UK","Kirkland","3","Federal Shipping","42.4",3,"0","127.20000457763672"
10485,2,"Beverages","Exotic Liquids","Venezuela","Redmond","3","United Package","15.2",20,"0.1","273.59999611377714"
10485,3,"Condiments","Exotic Liquids","Venezuela","Redmond","3","United Package","8",20,"0.1","143.99999976158142"
10485,55,"Meat/Poultry","Ma Maison","Venezuela","Redmond","3","United Package","19.2",30,"0.1","518.4000197410583"
10485,70,"Beverages","Pavlova, Ltd.","Venezuela","Redmond","3","United Package","12",60,"0.1","647.9999989271164"
10486,11,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","Venezuela","Seattle","3","United Package","16.8",5,"0","83.99999618530273"
10486,51,"Produce","G'day, Mate","Venezuela","Seattle","3","United Package","42.4",25,"0","1060.0000381469727"
10486,74,"Produce","Tokyo Traders","Venezuela","Seattle","3","United Package","8",16,"0","128"
10487,19,"Confections","Specialty Biscuits, Ltd.","Brazil","Tacoma","3","United Package","7.3",5,"0","36.500000953674316"
10487,26,"Confections","Heli Süßwaren GmbH & Co. KG","Brazil","Tacoma","3","United Package","24.9",30,"0","746.9999885559082"
10487,54,"Meat/Poultry","Ma Maison","Brazil","Tacoma","3","United Package","5.9",24,"0.25","106.20000171661377"
10488,59,"Dairy Products","Gai pâturage","Germany","Seattle","3","United Package","44",30,"0","1320"
10488,73,"Seafood","Svensk Sjöföda AB","Germany","Seattle","3","United Package","12",20,"0.2","191.99999928474426"
10489,11,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","Austria","London","3","United Package","16.8",15,"0.25","188.99999141693115"
10489,16,"Confections","Pavlova, Ltd.","Austria","London","3","United Package","13.9",18,"0","250.19999313354492"
10490,59,"Dairy Products","Gai pâturage","Venezuela","London","3","United Package","44",60,"0","2640"
10490,68,"Confections","Specialty Biscuits, Ltd.","Venezuela","London","3","United Package","10",30,"0","300"
10490,75,"Beverages","Plutzer Lebensmittelgroßmärkte AG","Venezuela","London","3","United Package","6.2",36,"0","223.19999313354492"
10491,44,"Condiments","Leka Trading","Portugal","Seattle","3","Federal Shipping","15.5",15,"0.15","197.624998614192"
10491,77,"Condiments","Plutzer Lebensmittelgroßmärkte AG","Portugal","Seattle","3","Federal Shipping","10.4",7,"0.15","61.87999729633333"
10492,25,"Confections","Heli Süßwaren GmbH & Co. KG","Canada","Kirkland","4","Speedy Express","11.2",60,"0.05","638.3999886274338"
10492,42,"Grains/Cereals","Leka Trading","Canada","Kirkland","4","Speedy Express","11.2",20,"0.05","212.79999620914458"
10493,65,"Condiments","New Orleans Cajun Delights","France","Redmond","4","Federal Shipping","16.8",15,"0.1","226.79998932480814"
10493,66,"Condiments","New Orleans Cajun Delights","France","Redmond","4","Federal Shipping","13.6",10,"0.1","122.40000323057174"
10493,69,"Dairy Products","Norske Meierier","France","Redmond","4","Federal Shipping","28.8",10,"0.1","259.1999927043915"
10494,56,"Grains/Cereals","Pasta Buttini s.r.l.","Brazil","Redmond","4","United Package","30.4",30,"0","911.9999885559082"
10495,23,"Grains/Cereals","PB Knäckebröd AB","Canada","Kirkland","4","Federal Shipping","7.2",10,"0","71.99999809265137"
10495,41,"Seafood","New England Seafood Cannery","Canada","Kirkland","4","Federal Shipping","7.7",20,"0","153.99999618530273"
10495,77,"Condiments","Plutzer Lebensmittelgroßmärkte AG","Canada","Kirkland","4","Federal Shipping","10.4",5,"0","51.99999809265137"
10496,31,"Dairy Products","Formaggi Fortini s.r.l.","Brazil","London","4","United Package","10",20,"0.05","189.9999998509884"
10497,56,"Grains/Cereals","Pasta Buttini s.r.l.","Germany","London","4","Speedy Express","30.4",14,"0","425.5999946594238"
10497,72,"Dairy Products","Formaggi Fortini s.r.l.","Germany","London","4","Speedy Express","27.8",25,"0","694.9999809265137"
10497,77,"Condiments","Plutzer Lebensmittelgroßmärkte AG","Germany","London","4","Speedy Express","10.4",25,"0","259.99999046325684"
10498,24,"Beverages","Refrescos Americanas LTDA","Venezuela","Seattle","4","United Package","4.5",14,"0","63"
10498,40,"Seafood","New England Seafood Cannery","Venezuela","Seattle","4","United Package","18.4",5,"0","91.99999809265137"
10498,42,"Grains/Cereals","Leka Trading","Venezuela","Seattle","4","United Package","14",30,"0","420"
10499,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","Venezuela","Redmond","4","United Package","45.6",20,"0","911.9999694824219"
10499,49,"Confections","Karkki Oy","Venezuela","Redmond","4","United Package","20",25,"0","500"
10500,15,"Condiments","Mayumi's","France","London","4","Speedy Express","15.5",12,"0.05","176.6999998614192"
10500,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","France","London","4","Speedy Express","45.6",8,"0.05","346.55998813152314"
10501,54,"Meat/Poultry","Ma Maison","Germany","London","4","Federal Shipping","7.45",20,"0","148.99999618530273"
10502,45,"Seafood","Lyngbysild","Mexico","Tacoma","4","Speedy Express","9.5",21,"0","199.5"
10502,53,"Meat/Poultry","G'day, Mate","Mexico","Tacoma","4","Speedy Express","32.8",6,"0","196.79999542236328"
10502,67,"Beverages","Bigfoot Breweries","Mexico","Tacoma","4","Speedy Express","14",30,"0","420"
10503,14,"Produce","Mayumi's","Ireland","London","4","United Package","23.25",70,"0","1627.5"
10503,65,"Condiments","New Orleans Cajun Delights","Ireland","London","4","United Package","21.05",20,"0","420.99998474121094"
10504,2,"Beverages","Exotic Liquids","USA","Redmond","4","Federal Shipping","19",12,"0","228"
10504,21,"Confections","Specialty Biscuits, Ltd.","USA","Redmond","4","Federal Shipping","10",12,"0","120"
10504,53,"Meat/Poultry","G'day, Mate","USA","Redmond","4","Federal Shipping","32.8",10,"0","327.99999237060547"
10504,61,"Condiments","Forêts d'érables","USA","Redmond","4","Federal Shipping","28.5",25,"0","712.5"
10505,62,"Confections","Forêts d'érables","Canada","Kirkland","4","Federal Shipping","49.3",3,"0","147.89999771118164"
10506,25,"Confections","Heli Süßwaren GmbH & Co. KG","Germany","London","4","United Package","14",18,"0.1","226.79999962449074"
10506,70,"Beverages","Pavlova, Ltd.","Germany","London","4","United Package","15",14,"0.1","188.99999968707561"
10507,43,"Beverages","Leka Trading","Mexico","London","4","Speedy Express","46",15,"0.15","586.4999958872795"
10507,48,"Confections","Zaanse Snoepfabriek","Mexico","London","4","Speedy Express","12.75",15,"0.15","162.56249886006117"
10508,13,"Seafood","Mayumi's","Germany","Seattle","4","United Package","6",10,"0","60"
10508,39,"Beverages","Aux joyeux ecclésiastiques","Germany","Seattle","4","United Package","18",10,"0","180"
10509,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","Germany","Redmond","4","Speedy Express","45.6",3,"0","136.79999542236328"
10510,29,"Meat/Poultry","Plutzer Lebensmittelgroßmärkte AG","USA","London","4","Federal Shipping","123.79",36,"0","4456.440032958984"
10510,75,"Beverages","Plutzer Lebensmittelgroßmärkte AG","USA","London","4","Federal Shipping","7.75",36,"0.1","251.0999995842576"
10511,4,"Condiments","New Orleans Cajun Delights","France","Redmond","4","Federal Shipping","22",50,"0.15","934.9999934434891"
10511,7,"Produce","Grandma Kelly's Homestead","France","Redmond","4","Federal Shipping","30",50,"0.15","1274.9999910593033"
10511,8,"Condiments","Grandma Kelly's Homestead","France","Redmond","4","Federal Shipping","40",10,"0.15","339.9999976158142"
10512,24,"Beverages","Refrescos Americanas LTDA","Brazil","London","4","United Package","4.5",10,"0.15","38.2499997317791"
10512,46,"Seafood","Lyngbysild","Brazil","London","4","United Package","12",9,"0.15","91.79999935626984"
10512,47,"Confections","Zaanse Snoepfabriek","Brazil","London","4","United Package","9.5",6,"0.15","48.449999660253525"
10512,60,"Dairy Products","Gai pâturage","Brazil","London","4","United Package","34",12,"0.15","346.7999975681305"
10513,21,"Confections","Specialty Biscuits, Ltd.","Germany","London","4","Speedy Express","10",40,"0.2","319.9999988079071"
10513,32,"Dairy Products","Formaggi Fortini s.r.l.","Germany","London","4","Speedy Express","32",50,"0.2","1279.9999952316284"
10513,61,"Condiments","Forêts d'érables","Germany","London","4","Speedy Express","28.5",15,"0.2","341.9999987259507"
10514,20,"Confections","Specialty Biscuits, Ltd.","Austria","Kirkland","4","United Package","81",39,"0","3159"
10514,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","Austria","Kirkland","4","United Package","45.6",35,"0","1595.9999465942383"
10514,56,"Grains/Cereals","Pasta Buttini s.r.l.","Austria","Kirkland","4","United Package","38",70,"0","2660"
10514,65,"Condiments","New Orleans Cajun Delights","Austria","Kirkland","4","United Package","21.05",39,"0","820.9499702453613"
