customer_id,order_id,order_date,shipped_date,ship_via,employee_id,product_id,supplier_id,unit_price,quantity,country
QUEDE,10379,1996-12-11,1996-12-13,1,2,41,19,7.7,8,Brazil
QUEDE,10379,1996-12-11,1996-12-13,1,2,63,7,35.1,16,Brazil
QUEDE,10379,1996-12-11,1996-12-13,1,2,65,2,16.8,20,Brazil
HUNGO,10380,1996-12-12,1997-01-16,3,8,30,13,20.7,18,Ireland
HUNGO,10380,1996-12-12,1997-01-16,3,8,53,24,26.2,20,Ireland
HUNGO,10380,1996-12-12,1997-01-16,3,8,60,28,27.2,6,Ireland
HUNGO,10380,1996-12-12,1997-01-16,3,8,70,7,12.0,30,Ireland
LILAS,10381,1996-12-12,1996-12-13,3,3,74,4,8.0,14,Venezuela
ERNSH,10382,1996-12-13,1996-12-16,1,4,5,2,17.0,32,Austria
ERNSH,10382,1996-12-13,1996-12-16,1,4,18,7,50.0,9,Austria
ERNSH,10382,1996-12-13,1996-12-16,1,4,29,12,99.0,14,Austria
ERNSH,10382,1996-12-13,1996-12-16,1,4,33,15,2.0,60,Austria
ERNSH,10382,1996-12-13,1996-12-16,1,4,74,4,8.0,50,Austria
AROUT,10383,1996-12-16,1996-12-18,3,8,13,6,4.8,20,UK
AROUT,10383,1996-12-16,1996-12-18,3,8,50,23,13.0,15,UK
AROUT,10383,1996-12-16,1996-12-18,3,8,56,26,30.4,20,UK
BERGS,10384,1996-12-16,1996-12-20,3,3,20,8,64.8,28,Sweden
BERGS,10384,1996-12-16,1996-12-20,3,3,60,28,27.2,15,Sweden
SPLIR,10385,1996-12-17,1996-12-23,2,1,7,3,24.0,10,USA
SPLIR,10385,1996-12-17,1996-12-23,2,1,60,28,27.2,20,USA
SPLIR,10385,1996-12-17,1996-12-23,2,1,68,8,10.0,8,USA
FAMIA,10386,1996-12-18,1996-12-25,3,9,24,10,3.6,15,Brazil
FAMIA,10386,1996-12-18,1996-12-25,3,9,34,16,11.2,10,Brazil
SANTG,10387,1996-12-18,1996-12-20,2,1,24,10,3.6,15,Norway
SANTG,10387,1996-12-18,1996-12-20,2,1,28,12,36.4,6,Norway
SANTG,10387,1996-12-18,1996-12-20,2,1,59,28,44.0,12,Norway
SANTG,10387,1996-12-18,1996-12-20,2,1,71,15,17.2,15,Norway
SEVES,10388,1996-12-19,1996-12-20,1,2,45,21,7.6,15,UK
SEVES,10388,1996-12-19,1996-12-20,1,2,52,24,5.6,20,UK
SEVES,10388,1996-12-19,1996-12-20,1,2,53,24,26.2,40,UK
BOTTM,10389,1996-12-20,1996-12-24,2,4,10,4,24.8,16,Canada
BOTTM,10389,1996-12-20,1996-12-24,2,4,55,25,19.2,15,Canada
BOTTM,10389,1996-12-20,1996-12-24,2,4,62,29,39.4,20,Canada
BOTTM,10389,1996-12-20,1996-12-24,2,4,70,7,12.0,30,Canada
ERNSH,10390,1996-12-23,1996-12-26,1,6,31,14,10.0,60,Austria
ERNSH,10390,1996-12-23,1996-12-26,1,6,35,16,14.4,40,Austria
ERNSH,10390,1996-12-23,1996-12-26,1,6,46,21,9.6,45,Austria
ERNSH,10390,1996-12-23,1996-12-26,1,6,72,14,27.8,24,Austria
DRACD,10391,1996-12-23,1996-12-31,3,3,13,6,4.8,18,Germany
PICCO,10392,1996-12-24,1997-01-01,3,2,69,15,28.8,50,Austria
SAVEA,10393,1996-12-25,1997-01-03,3,1,2,1,15.2,25,USA
SAVEA,10393,1996-12-25,1997-01-03,3,1,14,6,18.6,42,USA
SAVEA,10393,1996-12-25,1997-01-03,3,1,25,11,11.2,7,USA
SAVEA,10393,1996-12-25,1997-01-03,3,1,26,11,24.9,70,USA
SAVEA,10393,1996-12-25,1997-01-03,3,1,31,14,10.0,32,USA
HUNGC,10394,1996-12-25,1997-01-03,3,1,13,6,4.8,10,USA
HUNGC,10394,1996-12-25,1997-01-03,3,1,62,29,39.4,10,USA
HILAA,10395,1996-12-26,1997-01-03,1,6,46,21,9.6,28,Venezuela
HILAA,10395,1996-12-26,1997-01-03,1,6,53,24,26.2,70,Venezuela
HILAA,10395,1996-12-26,1997-01-03,1,6,69,15,28.8,8,Venezuela
FRANK,10396,1996-12-27,1997-01-06,3,1,23,9,7.2,40,Germany
FRANK,10396,1996-12-27,1997-01-06,3,1,71,15,17.2,60,Germany
FRANK,10396,1996-12-27,1997-01-06,3,1,72,14,27.8,21,Germany
PRINI,10397,1996-12-27,1997-01-02,1,5,21,8,8.0,10,Portugal
PRINI,10397,1996-12-27,1997-01-02,1,5,51,24,42.4,18,Portugal
SAVEA,10398,1996-12-30,1997-01-09,3,2,35,16,14.4,30,USA
SAVEA,10398,1996-12-30,1997-01-09,3,2,55,25,19.2,120,USA
VAFFE,10399,1996-12-31,1997-01-08,3,8,68,8,10.0,60,Denmark
VAFFE,10399,1996-12-31,1997-01-08,3,8,71,15,17.2,30,Denmark
VAFFE,10399,1996-12-31,1997-01-08,3,8,76,23,14.4,35,Denmark
VAFFE,10399,1996-12-31,1997-01-08,3,8,77,12,10.4,14,Denmark
EASTC,10400,1997-01-01,1997-01-16,3,1,29,12,99.0,21,UK
EASTC,10400,1997-01-01,1997-01-16,3,1,35,16,14.4,35,UK
EASTC,10400,1997-01-01,1997-01-16,3,1,49,23,16.0,30,UK
RATTC,10401,1997-01-01,1997-01-10,1,1,30,13,20.7,18,USA
RATTC,10401,1997-01-01,1997-01-10,1,1,56,26,30.4,70,USA
RATTC,10401,1997-01-01,1997-01-10,1,1,65,2,16.8,20,USA
RATTC,10401,1997-01-01,1997-01-10,1,1,71,15,17.2,60,USA
ERNSH,10402,1997-01-02,1997-01-10,2,8,23,9,7.2,60,Austria
ERNSH,10402,1997-01-02,1997-01-10,2,8,63,7,35.1,65,Austria
ERNSH,10403,1997-01-03,1997-01-09,3,4,16,7,13.9,21,Austria
ERNSH,10403,1997-01-03,1997-01-09,3,4,48,22,10.2,70,Austria
MAGAA,10404,1997-01-03,1997-01-08,1,2,26,11,24.9,30,Italy
MAGAA,10404,1997-01-03,1997-01-08,1,2,42,20,11.2,40,Italy
MAGAA,10404,1997-01-03,1997-01-08,1,2,49,23,16.0,30,Italy
LINOD,10405,1997-01-06,1997-01-22,1,1,3,1,8.0,50,Venezuela
QUEEN,10406,1997-01-07,1997-01-13,1,7,1,8,14.4,10,Brazil
QUEEN,10406,1997-01-07,1997-01-13,1,7,21,8,8.0,30,Brazil
QUEEN,10406,1997-01-07,1997-01-13,1,7,28,12,36.4,42,Brazil
QUEEN,10406,1997-01-07,1997-01-13,1,7,36,17,15.2,5,Brazil
QUEEN,10406,1997-01-07,1997-01-13,1,7,40,19,14.7,2,Brazil
OTTIK,10407,1997-01-07,1997-01-30,2,2,11,5,16.8,30,Germany
OTTIK,10407,1997-01-07,1997-01-30,2,2,69,15,28.8,15,Germany
OTTIK,10407,1997-01-07,1997-01-30,2,2,71,15,17.2,15,Germany
FOLIG,10408,1997-01-08,1997-01-14,1,8,37,17,20.8,10,France
FOLIG,10408,1997-01-08,1997-01-14,1,8,54,25,5.9,6,France
FOLIG,10408,1997-01-08,1997-01-14,1,8,62,29,39.4,35,France
OCEAN,10409,1997-01-09,1997-01-14,1,3,14,6,18.6,12,Argentina
OCEAN,10409,1997-01-09,1997-01-14,1,3,21,8,8.0,12,Argentina
BOTTM,10410,1997-01-10,1997-01-15,3,3,33,15,2.0,49,Canada
BOTTM,10410,1997-01-10,1997-01-15,3,3,59,28,44.0,16,Canada
BOTTM,10411,1997-01-10,1997-01-21,3,9,41,19,7.7,25,Canada
BOTTM,10411,1997-01-10,1997-01-21,3,9,44,20,15.5,40,Canada
BOTTM,10411,1997-01-10,1997-01-21,3,9,59,28,44.0,9,Canada
WARTH,10412,1997-01-13,1997-01-15,2,8,14,6,18.6,20,Finland
LAMAI,10413,1997-01-14,1997-01-16,2,3,1,8,14.4,24,France
LAMAI,10413,1997-01-14,1997-01-16,2,3,62,29,39.4,40,France
LAMAI,10413,1997-01-14,1997-01-16,2,3,76,23,14.4,14,France
FAMIA,10414,1997-01-14,1997-01-17,3,2,19,8,7.3,18,Brazil
FAMIA,10414,1997-01-14,1997-01-17,3,2,33,15,2.0,50,Brazil
HUNGC,10415,1997-01-15,1997-01-24,1,3,17,7,31.2,2,USA
HUNGC,10415,1997-01-15,1997-01-24,1,3,33,15,2.0,20,USA
WARTH,10416,1997-01-16,1997-01-27,3,8,19,8,7.3,20,Finland
WARTH,10416,1997-01-16,1997-01-27,3,8,53,24,26.2,10,Finland
WARTH,10416,1997-01-16,1997-01-27,3,8,57,26,15.6,20,Finland
SIMOB,10417,1997-01-16,1997-01-28,3,4,38,18,210.8,50,Denmark
SIMOB,10417,1997-01-16,1997-01-28,3,4,46,21,9.6,2,Denmark
SIMOB,10417,1997-01-16,1997-01-28,3,4,68,8,10.0,36,Denmark
SIMOB,10417,1997-01-16,1997-01-28,3,4,77,12,10.4,35,Denmark
QUICK,10418,1997-01-17,1997-01-24,1,4,2,1,15.2,60,Germany
QUICK,10418,1997-01-17,1997-01-24,1,4,47,22,7.6,55,Germany
QUICK,10418,1997-01-17,1997-01-24,1,4,61,29,22.8,16,Germany
QUICK,10418,1997-01-17,1997-01-24,1,4,74,4,8.0,15,Germany
RICSU,10419,1997-01-20,1997-01-30,2,4,60,28,27.2,60,Switzerland
RICSU,10419,1997-01-20,1997-01-30,2,4,69,15,28.8,20,Switzerland
WELLI,10420,1997-01-21,1997-01-27,1,3,9,4,77.6,20,Brazil
WELLI,10420,1997-01-21,1997-01-27,1,3,13,6,4.8,2,Brazil
WELLI,10420,1997-01-21,1997-01-27,1,3,70,7,12.0,8,Brazil
WELLI,10420,1997-01-21,1997-01-27,1,3,73,17,12.0,20,Brazil
QUEDE,10421,1997-01-21,1997-01-27,1,8,19,8,7.3,4,Brazil
QUEDE,10421,1997-01-21,1997-01-27,1,8,26,11,24.9,30,Brazil
QUEDE,10421,1997-01-21,1997-01-27,1,8,53,24,26.2,15,Brazil
QUEDE,10421,1997-01-21,1997-01-27,1,8,77,12,10.4,10,Brazil
FRANS,10422,1997-01-22,1997-01-31,1,2,26,11,24.9,2,Italy
GOURL,10423,1997-01-23,1997-02-24,3,6,31,14,10.0,14,Brazil
GOURL,10423,1997-01-23,1997-02-24,3,6,59,28,44.0,20,Brazil
MEREP,10424,1997-01-23,1997-01-27,2,7,35,16,14.4,60,Canada
MEREP,10424,1997-01-23,1997-01-27,2,7,38,18,210.8,49,Canada
MEREP,10424,1997-01-23,1997-01-27,2,7,68,8,10.0,30,Canada
LAMAI,10425,1997-01-24,1997-02-14,2,6,55,25,19.2,10,France
LAMAI,10425,1997-01-24,1997-02-14,2,6,76,23,14.4,20,France
GALED,10426,1997-01-27,1997-02-06,1,4,56,26,30.4,5,Spain
GALED,10426,1997-01-27,1997-02-06,1,4,64,12,26.6,7,Spain
PICCO,10427,1997-01-27,1997-03-03,2,4,14,6,18.6,35,Austria
REGGC,10428,1997-01-28,1997-02-04,1,7,46,21,9.6,20,Italy
HUNGO,10429,1997-01-29,1997-02-07,2,3,50,23,13.0,40,Ireland
HUNGO,10429,1997-01-29,1997-02-07,2,3,63,7,35.1,35,Ireland
ERNSH,10430,1997-01-30,1997-02-03,1,4,17,7,31.2,45,Austria
ERNSH,10430,1997-01-30,1997-02-03,1,4,21,8,8.0,50,Austria
ERNSH,10430,1997-01-30,1997-02-03,1,4,56,26,30.4,30,Austria
ERNSH,10430,1997-01-30,1997-02-03,1,4,59,28,44.0,70,Austria
BOTTM,10431,1997-01-30,1997-02-07,2,4,17,7,31.2,50,Canada
BOTTM,10431,1997-01-30,1997-02-07,2,4,40,19,14.7,50,Canada
BOTTM,10431,1997-01-30,1997-02-07,2,4,47,22,7.6,30,Canada
SPLIR,10432,1997-01-31,1997-02-07,2,3,26,11,24.9,10,USA
SPLIR,10432,1997-01-31,1997-02-07,2,3,54,25,5.9,40,USA
PRINI,10433,1997-02-03,1997-03-04,3,3,56,26,30.4,28,Portugal
FOLKO,10434,1997-02-03,1997-02-13,2,3,11,5,16.8,6,Sweden
FOLKO,10434,1997-02-03,1997-02-13,2,3,76,23,14.4,18,Sweden
CONSH,10435,1997-02-04,1997-02-07,2,8,2,1,15.2,10,UK
CONSH,10435,1997-02-04,1997-02-07,2,8,22,9,16.8,12,UK
CONSH,10435,1997-02-04,1997-02-07,2,8,72,14,27.8,10,UK
BLONP,10436,1997-02-05,1997-02-11,2,3,46,21,9.6,5,France
BLONP,10436,1997-02-05,1997-02-11,2,3,56,26,30.4,40,France
BLONP,10436,1997-02-05,1997-02-11,2,3,64,12,26.6,30,France
BLONP,10436,1997-02-05,1997-02-11,2,3,75,12,6.2,24,France
WARTH,10437,1997-02-05,1997-02-12,1,8,53,24,26.2,15,Finland
TOMSP,10438,1997-02-06,1997-02-14,2,3,19,8,7.3,15,Germany
TOMSP,10438,1997-02-06,1997-02-14,2,3,34,16,11.2,20,Germany
TOMSP,10438,1997-02-06,1997-02-14,2,3,57,26,15.6,15,Germany
MEREP,10439,1997-02-07,1997-02-10,3,6,12,5,30.4,15,Canada
MEREP,10439,1997-02-07,1997-02-10,3,6,16,7,13.9,16,Canada
MEREP,10439,1997-02-07,1997-02-10,3,6,64,12,26.6,6,Canada
MEREP,10439,1997-02-07,1997-02-10,3,6,74,4,8.0,30,Canada
SAVEA,10440,1997-02-10,1997-02-28,2,4,2,1,15.2,45,USA
SAVEA,10440,1997-02-10,1997-02-28,2,4,16,7,13.9,49,USA
SAVEA,10440,1997-02-10,1997-02-28,2,4,29,12,99.0,24,USA
SAVEA,10440,1997-02-10,1997-02-28,2,4,61,29,22.8,90,USA
OLDWO,10441,1997-02-10,1997-03-14,2,3,27,11,35.1,50,USA
ERNSH,10442,1997-02-11,1997-02-18,2,3,11,5,16.8,30,Austria
ERNSH,10442,1997-02-11,1997-02-18,2,3,54,25,5.9,80,Austria
ERNSH,10442,1997-02-11,1997-02-18,2,3,66,2,13.6,60,Austria
REGGC,10443,1997-02-12,1997-02-14,1,8,11,5,16.8,6,Italy
REGGC,10443,1997-02-12,1997-02-14,1,8,28,12,36.4,12,Italy
BERGS,10444,1997-02-12,1997-02-21,3,3,17,7,31.2,10,Sweden
BERGS,10444,1997-02-12,1997-02-21,3,3,26,11,24.9,15,Sweden
BERGS,10444,1997-02-12,1997-02-21,3,3,35,16,14.4,8,Sweden
BERGS,10444,1997-02-12,1997-02-21,3,3,41,19,7.7,30,Sweden
BERGS,10445,1997-02-13,1997-02-20,1,3,39,18,14.4,6,Sweden
BERGS,10445,1997-02-13,1997-02-20,1,3,54,25,5.9,15,Sweden
TOMSP,10446,1997-02-14,1997-02-19,1,6,19,8,7.3,12,Germany
TOMSP,10446,1997-02-14,1997-02-19,1,6,24,10,3.6,20,Germany
TOMSP,10446,1997-02-14,1997-02-19,1,6,31,14,10.0,3,Germany
TOMSP,10446,1997-02-14,1997-02-19,1,6,52,24,5.6,15,Germany
RICAR,10447,1997-02-14,1997-03-07,2,4,19,8,7.3,40,Brazil
RICAR,10447,1997-02-14,1997-03-07,2,4,65,2,16.8,35,Brazil
RICAR,10447,1997-02-14,1997-03-07,2,4,71,15,17.2,2,Brazil
RANCH,10448,1997-02-17,1997-02-24,2,4,26,11,24.9,6,Argentina
RANCH,10448,1997-02-17,1997-02-24,2,4,40,19,14.7,20,Argentina
BLONP,10449,1997-02-18,1997-02-27,2,3,10,4,24.8,14,France
BLONP,10449,1997-02-18,1997-02-27,2,3,52,24,5.6,20,France
BLONP,10449,1997-02-18,1997-02-27,2,3,62,29,39.4,35,France
VICTE,10450,1997-02-19,1997-03-11,2,8,10,4,24.8,20,France
VICTE,10450,1997-02-19,1997-03-11,2,8,54,25,5.9,6,France
QUICK,10451,1997-02-19,1997-03-12,3,4,55,25,19.2,120,Germany
QUICK,10451,1997-02-19,1997-03-12,3,4,64,12,26.6,35,Germany
QUICK,10451,1997-02-19,1997-03-12,3,4,65,2,16.8,28,Germany
QUICK,10451,1997-02-19,1997-03-12,3,4,77,12,10.4,55,Germany
SAVEA,10452,1997-02-20,1997-02-26,1,8,28,12,36.4,15,USA
SAVEA,10452,1997-02-20,1997-02-26,1,8,44,20,15.5,100,USA
AROUT,10453,1997-02-21,1997-02-26,2,1,48,22,10.2,15,UK
AROUT,10453,1997-02-21,1997-02-26,2,1,70,7,12.0,25,UK
LAMAI,10454,1997-02-21,1997-02-25,3,4,16,7,13.9,20,France
LAMAI,10454,1997-02-21,1997-02-25,3,4,33,15,2.0,20,France
LAMAI,10454,1997-02-21,1997-02-25,3,4,46,21,9.6,10,France
WARTH,10455,1997-02-24,1997-03-03,2,8,39,18,14.4,20,Finland
WARTH,10455,1997-02-24,1997-03-03,2,8,53,24,26.2,50,Finland
WARTH,10455,1997-02-24,1997-03-03,2,8,61,29,22.8,25,Finland
WARTH,10455,1997-02-24,1997-03-03,2,8,71,15,17.2,30,Finland
KOENE,10456,1997-02-25,1997-02-28,2,8,21,8,8.0,40,Germany
KOENE,10456,1997-02-25,1997-02-28,2,8,49,23,16.0,21,Germany
KOENE,10457,1997-02-25,1997-03-03,1,2,59,28,44.0,36,Germany
SUPRD,10458,1997-02-26,1997-03-04,3,7,26,11,24.9,30,Belgium
SUPRD,10458,1997-02-26,1997-03-04,3,7,28,12,36.4,30,Belgium
SUPRD,10458,1997-02-26,1997-03-04,3,7,43,20,36.8,20,Belgium
SUPRD,10458,1997-02-26,1997-03-04,3,7,56,26,30.4,15,Belgium
SUPRD,10458,1997-02-26,1997-03-04,3,7,71,15,17.2,50,Belgium
VICTE,10459,1997-02-27,1997-02-28,2,4,7,3,24.0,16,France
VICTE,10459,1997-02-27,1997-02-28,2,4,46,21,9.6,20,France
VICTE,10459,1997-02-27,1997-02-28,2,4,72,14,27.8,40,France
FOLKO,10460,1997-02-28,1997-03-03,1,8,68,8,10.0,21,Sweden
FOLKO,10460,1997-02-28,1997-03-03,1,8,75,12,6.2,4,Sweden
LILAS,10461,1997-02-28,1997-03-05,3,1,21,8,8.0,40,Venezuela
LILAS,10461,1997-02-28,1997-03-05,3,1,30,13,20.7,28,Venezuela
LILAS,10461,1997-02-28,1997-03-05,3,1,55,25,19.2,60,Venezuela
CONSH,10462,1997-03-03,1997-03-18,1,2,13,6,4.8,1,UK
CONSH,10462,1997-03-03,1997-03-18,1,2,23,9,7.2,21,UK
SUPRD,10463,1997-03-04,1997-03-06,3,5,19,8,7.3,21,Belgium
SUPRD,10463,1997-03-04,1997-03-06,3,5,42,20,11.2,50,Belgium
FURIB,10464,1997-03-04,1997-03-14,2,4,4,2,17.6,16,Portugal
FURIB,10464,1997-03-04,1997-03-14,2,4,43,20,36.8,3,Portugal
FURIB,10464,1997-03-04,1997-03-14,2,4,56,26,30.4,30,Portugal
FURIB,10464,1997-03-04,1997-03-14,2,4,60,28,27.2,20,Portugal
VAFFE,10465,1997-03-05,1997-03-14,3,1,24,10,3.6,25,Denmark
VAFFE,10465,1997-03-05,1997-03-14,3,1,29,12,99.0,18,Denmark
VAFFE,10465,1997-03-05,1997-03-14,3,1,40,19,14.7,20,Denmark
VAFFE,10465,1997-03-05,1997-03-14,3,1,45,21,7.6,30,Denmark
VAFFE,10465,1997-03-05,1997-03-14,3,1,50,23,13.0,25,Denmark
COMMI,10466,1997-03-06,1997-03-13,1,4,11,5,16.8,10,Brazil
COMMI,10466,1997-03-06,1997-03-13,1,4,46,21,9.6,5,Brazil
MAGAA,10467,1997-03-06,1997-03-11,2,8,24,10,3.6,28,Italy
MAGAA,10467,1997-03-06,1997-03-11,2,8,25,11,11.2,12,Italy
KOENE,10468,1997-03-07,1997-03-12,3,3,30,13,20.7,8,Germany
KOENE,10468,1997-03-07,1997-03-12,3,3,43,20,36.8,15,Germany
WHITC,10469,1997-03-10,1997-03-14,1,1,2,1,15.2,40,USA
WHITC,10469,1997-03-10,1997-03-14,1,1,16,7,13.9,35,USA
WHITC,10469,1997-03-10,1997-03-14,1,1,44,20,15.5,2,USA
BONAP,10470,1997-03-11,1997-03-14,2,4,18,7,50.0,30,France
BONAP,10470,1997-03-11,1997-03-14,2,4,23,9,7.2,15,France
BONAP,10470,1997-03-11,1997-03-14,2,4,64,12,26.6,8,France
BSBEV,10471,1997-03-11,1997-03-18,3,2,7,3,24.0,30,UK
BSBEV,10471,1997-03-11,1997-03-18,3,2,56,26,30.4,20,UK
SEVES,10472,1997-03-12,1997-03-19,1,8,24,10,3.6,80,UK
SEVES,10472,1997-03-12,1997-03-19,1,8,51,24,42.4,18,UK
ISLAT,10473,1997-03-13,1997-03-21,3,1,33,15,2.0,12,UK
ISLAT,10473,1997-03-13,1997-03-21,3,1,71,15,17.2,12,UK
PERIC,10474,1997-03-13,1997-03-21,2,5,14,6,18.6,12,Mexico
PERIC,10474,1997-03-13,1997-03-21,2,5,28,12,36.4,18,Mexico
PERIC,10474,1997-03-13,1997-03-21,2,5,40,19,14.7,21,Mexico
PERIC,10474,1997-03-13,1997-03-21,2,5,75,12,6.2,10,Mexico
SUPRD,10475,1997-03-14,1997-04-04,1,9,31,14,10.0,35,Belgium
SUPRD,10475,1997-03-14,1997-04-04,1,9,66,2,13.6,60,Belgium
SUPRD,10475,1997-03-14,1997-04-04,1,9,76,23,14.4,42,Belgium
HILAA,10476,1997-03-17,1997-03-24,3,8,55,25,19.2,2,Venezuela
HILAA,10476,1997-03-17,1997-03-24,3,8,70,7,12.0,12,Venezuela
PRINI,10477,1997-03-17,1997-03-25,2,5,1,8,14.4,15,Portugal
PRINI,10477,1997-03-17,1997-03-25,2,5,21,8,8.0,21,Portugal
PRINI,10477,1997-03-17,1997-03-25,2,5,39,18,14.4,20,Portugal
VICTE,10478,1997-03-18,1997-03-26,3,2,10,4,24.8,20,France
RATTC,10479,1997-03-19,1997-03-21,3,3,38,18,210.8,30,USA
RATTC,10479,1997-03-19,1997-03-21,3,3,53,24,26.2,28,USA
RATTC,10479,1997-03-19,1997-03-21,3,3,59,28,44.0,60,USA
RATTC,10479,1997-03-19,1997-03-21,3,3,64,12,26.6,30,USA
FOLIG,10480,1997-03-20,1997-03-24,2,6,47,22,7.6,30,France
FOLIG,10480,1997-03-20,1997-03-24,2,6,59,28,44.0,12,France
RICAR,10481,1997-03-20,1997-03-25,2,8,49,23,16.0,24,Brazil
RICAR,10481,1997-03-20,1997-03-25,2,8,60,28,27.2,40,Brazil
LAZYK,10482,1997-03-21,1997-04-10,3,1,40,19,14.7,10,USA
WHITC,10483,1997-03-24,1997-04-25,2,7,34,16,11.2,35,USA
WHITC,10483,1997-03-24,1997-04-25,2,7,77,12,10.4,30,USA
BSBEV,10484,1997-03-24,1997-04-01,3,3,21,8,8.0,14,UK
BSBEV,10484,1997-03-24,1997-04-01,3,3,40,19,14.7,10,UK
BSBEV,10484,1997-03-24,1997-04-01,3,3,51,24,42.4,3,UK
LINOD,10485,1997-03-25,1997-03-31,2,4,2,1,15.2,20,Venezuela
LINOD,10485,1997-03-25,1997-03-31,2,4,3,1,8.0,20,Venezuela
LINOD,10485,1997-03-25,1997-03-31,2,4,55,25,19.2,30,Venezuela
LINOD,10485,1997-03-25,1997-03-31,2,4,70,7,12.0,60,Venezuela
HILAA,10486,1997-03-26,1997-04-02,2,1,11,5,16.8,5,Venezuela
HILAA,10486,1997-03-26,1997-04-02,2,1,51,24,42.4,25,Venezuela
HILAA,10486,1997-03-26,1997-04-02,2,1,74,4,8.0,16,Venezuela
QUEEN,10487,1997-03-26,1997-03-28,2,2,19,8,7.3,5,Brazil
QUEEN,10487,1997-03-26,1997-03-28,2,2,26,11,24.9,30,Brazil
QUEEN,10487,1997-03-26,1997-03-28,2,2,54,25,5.9,24,Brazil
FRANK,10488,1997-03-27,1997-04-02,2,8,59,28,44.0,30,Germany
FRANK,10488,1997-03-27,1997-04-02,2,8,73,17,12.0,20,Germany
PICCO,10489,1997-03-28,1997-04-09,2,6,11,5,16.8,15,Austria
PICCO,10489,1997-03-28,1997-04-09,2,6,16,7,13.9,18,Austria
HILAA,10490,1997-03-31,1997-04-03,2,7,59,28,44.0,60,Venezuela
HILAA,10490,1997-03-31,1997-04-03,2,7,68,8,10.0,30,Venezuela
HILAA,10490,1997-03-31,1997-04-03,2,7,75,12,6.2,36,Venezuela
FURIB,10491,1997-03-31,1997-04-08,3,8,44,20,15.5,15,Portugal
FURIB,10491,1997-03-31,1997-04-08,3,8,77,12,10.4,7,Portugal
BOTTM,10492,1997-04-01,1997-04-11,1,3,25,11,11.2,60,Canada
BOTTM,10492,1997-04-01,1997-04-11,1,3,42,20,11.2,20,Canada
LAMAI,10493,1997-04-02,1997-04-10,3,4,65,2,16.8,15,France
LAMAI,10493,1997-04-02,1997-04-10,3,4,66,2,13.6,10,France
LAMAI,10493,1997-04-02,1997-04-10,3,4,69,15,28.8,10,France
COMMI,10494,1997-04-02,1997-04-09,2,4,56,26,30.4,30,Brazil
LAUGB,10495,1997-04-03,1997-04-11,3,3,23,9,7.2,10,Canada
LAUGB,10495,1997-04-03,1997-04-11,3,3,41,19,7.7,20,Canada
LAUGB,10495,1997-04-03,1997-04-11,3,3,77,12,10.4,5,Canada
TRADH,10496,1997-04-04,1997-04-07,2,7,31,14,10.0,20,Brazil
LEHMS,10497,1997-04-04,1997-04-07,1,7,56,26,30.4,14,Germany
LEHMS,10497,1997-04-04,1997-04-07,1,7,72,14,27.8,25,Germany
LEHMS,10497,1997-04-04,1997-04-07,1,7,77,12,10.4,25,Germany
HILAA,10498,1997-04-07,1997-04-11,2,8,24,10,4.5,14,Venezuela
HILAA,10498,1997-04-07,1997-04-11,2,8,40,19,18.4,5,Venezuela
HILAA,10498,1997-04-07,1997-04-11,2,8,42,20,14.0,30,Venezuela
LILAS,10499,1997-04-08,1997-04-16,2,4,28,12,45.6,20,Venezuela
LILAS,10499,1997-04-08,1997-04-16,2,4,49,23,20.0,25,Venezuela
LAMAI,10500,1997-04-09,1997-04-17,1,6,15,6,15.5,12,France
LAMAI,10500,1997-04-09,1997-04-17,1,6,28,12,45.6,8,France
BLAUS,10501,1997-04-09,1997-04-16,3,9,54,25,7.45,20,Germany
PERIC,10502,1997-04-10,1997-04-29,1,2,45,21,9.5,21,Mexico
PERIC,10502,1997-04-10,1997-04-29,1,2,53,24,32.8,6,Mexico
PERIC,10502,1997-04-10,1997-04-29,1,2,67,16,14.0,30,Mexico
HUNGO,10503,1997-04-11,1997-04-16,2,6,14,6,23.25,70,Ireland
HUNGO,10503,1997-04-11,1997-04-16,2,6,65,2,21.05,20,Ireland
WHITC,10504,1997-04-11,1997-04-18,3,4,2,1,19.0,12,USA
WHITC,10504,1997-04-11,1997-04-18,3,4,21,8,10.0,12,USA
WHITC,10504,1997-04-11,1997-04-18,3,4,53,24,32.8,10,USA
WHITC,10504,1997-04-11,1997-04-18,3,4,61,29,28.5,25,USA
MEREP,10505,1997-04-14,1997-04-21,3,3,62,29,49.3,3,Canada
KOENE,10506,1997-04-15,1997-05-02,2,9,25,11,14.0,18,Germany
KOENE,10506,1997-04-15,1997-05-02,2,9,70,7,15.0,14,Germany
ANTON,10507,1997-04-15,1997-04-22,1,7,43,20,46.0,15,Mexico
ANTON,10507,1997-04-15,1997-04-22,1,7,48,22,12.75,15,Mexico
OTTIK,10508,1997-04-16,1997-05-13,2,1,13,6,6.0,10,Germany
OTTIK,10508,1997-04-16,1997-05-13,2,1,39,18,18.0,10,Germany
BLAUS,10509,1997-04-17,1997-04-29,1,4,28,12,45.6,3,Germany
SAVEA,10510,1997-04-18,1997-04-28,3,6,29,12,123.79,36,USA
SAVEA,10510,1997-04-18,1997-04-28,3,6,75,12,7.75,36,USA
BONAP,10511,1997-04-18,1997-04-21,3,4,4,2,22.0,50,France
BONAP,10511,1997-04-18,1997-04-21,3,4,7,3,30.0,50,France
